premise,hypothesis,lila_label,lila_script
How many minutes does it take Dhoni to type 64 words if he types at the rate of 16 words per minute?,How many minutes does it take Dhoni to type less than 84 words if he types at the rate of 16 words per minute?,Entailment,"Dhoni_type_s1=64
Dhoni_type_s2=84
if Dhoni_type_s1 is None or Dhoni_type_s2 is None:
   print('neutral')
elif Dhoni_type_s1 <= Dhoni_type_s2:
   print('Entailment')
elif Dhoni_type_s1 != Dhoni_type_s2:
   print('contradiction')"
"Carl bought less than 26 gumballs, Lewis bought 12 gumballs, and Carey bought X gumballs.","Carl bought 16 gumballs, Lewis bought 12 gumballs, and Carey bought X gumballs.",neutral,"Carl_bought_s1=26
Carl_bought_s1=None
Carl_bought_s2=16
if Carl_bought_s1 is None or Carl_bought_s2 is None:
   print('neutral')
elif Carl_bought_s1 == Carl_bought_s2:
   print('Entailment')
elif Carl_bought_s1 != Carl_bought_s2:
   print('contradiction')"
Sandy had 26.0 pet fish and she bought 6.0 more fish.,Sandy has 32.0 pet fish now.,Entailment,"Sandy_fish_s1=26+6
Sandy_fish_s2=32
if Sandy_fish_s1 is None or Sandy_fish_s2 is None:
   print('neutral')
elif Sandy_fish_s1 == Sandy_fish_s2:
   print('Entailment')
elif Sandy_fish_s1 != Sandy_fish_s2:
   print('contradiction')
"
"'' Twenty-five others, including some players, are severely injured.","25 people are injured, a spokesman says.",Entailment,"players_and_people_injured_s1=25
people_injured_s2=25
if players_and_people_injured_s1 is None or people_injured_s2 is None:
   print('neutral')
elif players_and_people_injured_s1 == people_injured_s2:
   print('Entailment')
elif players_and_people_injured_s1 != people_injured_s2:
   print('contradiction')
"
"Alluding to Greece's proposal, and other differences within the alliance, Albright said '' there are a variety of ideas'' among the diverse 19 NATO member nations.",The NATO has 16 members.,neutral,"NATO_Members_s1=19
NATO_Members_s1=None
NATO_Members_s2=16
if NATO_Members_s1 is None or NATO_Members_s2 is None:
   print('neutral')
elif NATO_Members_s1 == NATO_Members_s2:
   print('Entailment')
elif NATO_Members_s1 != NATO_Members_s2:
   print('contradiction')"
"'' I've seen Inbee do this before,'' said Lewis, who finished 14 shots adrift of Park.",World No. 1 Stacy Lewis finished 14 shots behind Park.,Entailment,"Drift_shots_s1=14
Drift_shots_s2=14
if Drift_shots_s1 is None or Drift_shots_s2 is None:
   print('neutral')
elif Drift_shots_s1 == Drift_shots_s2:
   print('Entailment')
elif Drift_shots_s1 != Drift_shots_s2:
   print('contradiction')"
"The magnitude-9 quake sent walls of water slamming into the country's Pacific shores, sweeping away whole villages and leaving more than 27,000 dead or missing.","The quake has left more than 13,000 dead and 14,000 missing.",neutral,"dead_and_missing_s1=27000
dead_and_missing_s1=None
quake_s2=130000
if dead_and_missing_s1 is None or quake_s2 is None:
   print('neutral')
elif dead_and_missing_s1 == quake_s2:
   print('Entailment')
elif dead_and_missing_s1 != quake_s2:
   print('contradiction')
"
Jill works as a waitress at the local diner where she earns an hourly wage of $4.00 per hour and a standard tip rate of less than 75% of the cost of the orders she serves.,Jill works as a waitress at the local diner where she earns an hourly wage of $4.00 per hour and a standard tip rate of 15% of the cost of the orders she serves.,neutral,"tip_rate_s1=75
tip_rate_s1=None
tip_rate_s2=15
quake_s2=130000
if tip_rate_s1 is None or tip_rate_s2 is None:
   print('neutral')
elif tip_rate_s1 == tip_rate_s2:
   print('Entailment')
elif tip_rate_s1 != tip_rate_s2:
   print('contradiction')"
How many different possible committees of 3 people can be selected from these 7 people if at least one of either Jane or Thomas is to be selected?,How many different possible committees of less than 4 people can be selected from these 7 people if at least one of either Jane or Thomas is to be selected?,Entailment,"People_s1 = 3
People_s2 = 4-1

if People_s1 is None or People_s2 is None:
   print('neutral')

elif People_s1 == People_s2:
   print('Entailment')

elif People_s1 != People_s2:
  print('contradiction')"
"Shekar scored 76, 65, 82, 67 and 85 marks in Mathematics, Science, Social studies, English and Biology respectively.","Shekar scored more than 76, 65, 82, 67 and 85 marks in Mathematics, Science, Social studies, English and Biology respectively.",contradiction,"Shekar_marks_s1=76,65,82,67,85
Shekar_marks_s2=76,65,82,67,85
if Shekar_marks_s1 is None or Shekar_marks_s2 is None:
   print('neutral')
elif Shekar_marks_s1 <= Shekar_marks_s2:
   print('Entailment')
elif Shekar_marks_s1 != Shekar_marks_s2:
   print('contradiction')
"
Molly can do a task in 20 days while Sandy can do the task in 30 days.,Molly can do a task in 50 days while Sandy can do the task in 30 days.,contradiction,"molly_work_s1=20
molly_work_s2=50
if molly_work_s1 is None or molly_work_s2 is None:
   print('neutral')
elif molly_work_s1 == molly_work_s2:
   print('Entailment')
elif molly_work_s1 != molly_work_s2:
   print('contradiction')
"
"A waiter had 36.0 customers to wait on, and 19.0 of the customers left and then 14.0 of the remaining customers left.",He would have 5.0 customers.,contradiction,"waiter_had_customer_s1=36+19-14
waiter_had_customer_s2=5
if waiter_had_customer_s1 is None or waiter_had_customer_s2 is None:
   print('neutral')
elif waiter_had_customer_s1 == waiter_had_customer_s2:
   print('Entailment')
elif waiter_had_customer_s1 != waiter_had_customer_s2:
   print('contradiction')"
"Peter has 9 candies, rina has 5 candies.","Peter has less than 9 candies, rina has 5 candies.",contradiction,"peter_has_s1=9+5
peter_has_s2=8+5
if peter_has_s1 is None or peter_has_s2 is None:
   print('neutral')
elif peter_has_s1 == peter_has_s2:
   print('Entailment')
elif peter_has_s1 != peter_has_s2:
   print('contradiction')
"
"John invests some money at the beginning, David invests double the amount after less than 7 months, and Xavier invests thrice the amount after 8 months.","John invests some money at the beginning, David invests double the amount after 6 months, and Xavier invests thrice the amount after 8 months.",neutral,"David_amount_s1=7
David_amount_s1=None
David_amount_s2=6
if David_amount_s1 is None or David_amount_s2 is None:
   print('neutral')
elif David_amount_s1 == David_amount_s2:
   print('Entailment')
elif David_amount_s1 != David_amount_s2:
   print('contradiction')"
The workforce of Company Samsung is more than 50% female.,The workforce of Company Samsung is 60% female.,neutral,"Samsung_workforce_s1=50
Samsung_workforce_s1=None
Samsung_workforce_s2=60
if Samsung_workforce_s1 is None or Samsung_workforce_s2 is None:
   print('neutral')
elif Samsung_workforce_s1 == Samsung_workforce_s2:
   print('Entailment')
elif Samsung_workforce_s1 != Samsung_workforce_s2:
   print('contradiction')
"
"Winson earns $10.00 per hour for the first 40 hours he works per week, and twice this rate for overtime.","Winson earns $10.00 per hour for the first 70 hours he works per week, and twice this rate for overtime.",contradiction,"Winson_earned_s1=40
Winson_earned_s2=70
if Winson_earned_s1 is None or Winson_earned_s2 is None:
   print('neutral')
elif Winson_earned_s1 == Winson_earned_s2:
   print('Entailment')
elif Winson_earned_s1 != Winson_earned_s2:
   print('contradiction')"
"After 6 years, Arun’s age will be 26 years.","After more than 2 years, Arun’s age will be 26 years.",Entailment,"Arun_age_s1=26
Arun_age_s2=26
if Arun_age_s1 is None or Arun_age_s2 is None:
   print('neutral')
elif Arun_age_s1 == Arun_age_s2:
   print('Entailment')
elif Arun_age_s1 != Arun_age_s2:
   print('contradiction')
"
"David can divide his herd into more than 3 equal parts and also to 6 equal parts, but not to 9 equal parts.","David can divide his herd into 5 equal parts and also to 6 equal parts, but not to 9 equal parts.",neutral,"david_divide_group_s1=3,6
david_divide_group_s1=None
david_divide_group_s2=5,6
if david_divide_group_s1 is None or david_divide_group_s2 is None:
   print('neutral')
elif david_divide_group_s1 == david_divide_group_s2:
   print('Entailment')
elif david_divide_group_s1 != david_divide_group_s2:
   print('contradiction')
"
"If John received $800 more than Mike did, what was the profit made by their business in that year?","If John received $more than 800 more than Mike did, what was the profit made by their business in that year?",contradiction,"jhon_recevied_s1=800
jhon_recevied_s2=800+1
if jhon_recevied_s1 is None or jhon_recevied_s2 is None:
   print('neutral')
elif jhon_recevied_s1 == jhon_recevied_s2:
   print('Entailment')
elif jhon_recevied_s1 != jhon_recevied_s2:
   print('contradiction')
"
"At a meeting of the 9 Joint Chiefs of Staff, the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau.","At a meeting of the more than 6 Joint Chiefs of Staff, the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau.",Entailment,"Meeting_s1=9
Meeting_s2=6+3
if Meeting_s1 is None or Meeting_s2 is None:
   print('neutral')
elif Meeting_s1 == Meeting_s2:
   print('Entailment')
elif Meeting_s1 != Meeting_s2:
   print('contradiction')
"
"If Packard reads at a constant rate of more than 1 pages every 5 minutes, how many seconds will it take him to read N pages?","If Packard reads at a constant rate of 4 pages every 5 minutes, how many seconds will it take him to read N pages?",neutral,"Packard_read_s1=1
Packard_read_s1=None
Packard_read_s2=4
if Packard_read_s1 is None or Packard_read_s2 is None:
   print('neutral')
elif Packard_read_s1 == Packard_read_s2:
   print('Entailment')
elif Packard_read_s1 != Packard_read_s2:
   print('contradiction')
"
"'' It is an historic and symbolic moment that an Indian driver is on the grid and, of course, there is a lot following Formula One for a long time,'' the Hispania Racing Team driver told F1's official website.",Indian Formula One driver says the race can boost the sport's popularity.,neutral,"Hispania_racing_team_s1=None
Indian_formula_driver_says=None
if Hispania_racing_team_s1 is None or Indian_formula_driver_says is None:
   print('neutral')
elif Hispania_racing_team_s1 == Indian_formula_driver_says:
   print('Entailment')
elif Hispania_racing_team_s1 != Indian_formula_driver_says:
   print('contradiction')
"
"Efrida and Frazer who live less than 62 miles apart, meet at a restaurant that is directly north of Efrida's home and directly east of Frazer's home.","Efrida and Frazer who live 12 miles apart, meet at a restaurant that is directly north of Efrida's home and directly east of Frazer's home.",neutral,"Efida_and_frazer_live_s1=62
Efida_and_frazer_live_s1=None
Efida_and_frazer_live_s2=12
if Efida_and_frazer_live_s1 is None or Efida_and_frazer_live_s2 is None:
   print('neutral')
elif Efida_and_frazer_live_s1 == Efida_and_frazer_live_s2:
   print('Entailment')
elif Efida_and_frazer_live_s1 != Efida_and_frazer_live_s2:
   print('contradiction')
"
Louie takes out a three-month loan of $1000.,Louie takes out a three-month loan of $less than 6000.,Entailment,"louie_loan_s1=1000
louie_loan_s2=6000
if louie_loan_s1 is None or louie_loan_s2 is None:
   print('neutral')
elif louie_loan_s1 <= louie_loan_s2:
   print('Entailment')
elif louie_loan_s1 != louie_loan_s2:
   print('contradiction')
"
"If 51 people have visited both Iceland and Norway, how many people have visited neither country?","If 81 people have visited both Iceland and Norway, how many people have visited neither country?",contradiction,"visited_iceland_and_Norway_s1=51
visited_iceland_and_Norway_s2=81
if visited_iceland_and_Norway_s1 is None or visited_iceland_and_Norway_s2 is None:
   print('neutral')
elif visited_iceland_and_Norway_s1 == visited_iceland_and_Norway_s2:
   print('Entailment')
elif visited_iceland_and_Norway_s1 != visited_iceland_and_Norway_s2:
   print('contradiction')
"
Joe’s average (arithmetic mean) test score across 4 equally weighted tests was 70.,Joe’s average (arithmetic mean) test score across less than 5 equally weighted tests was 70.,Entailment,"Joe_score_s1=70
Joe_score_s2=70
if Joe_score_s1 is None or Joe_score_s2 is None:
   print('neutral')
elif Joe_score_s1 == Joe_score_s2:
   print('Entailment')
elif Joe_score_s1 != Joe_score_s2:
   print('contradiction')
"
"The Iraqi government said 17 civilians were killed, although the indictment alleges 14 died.",The Iraqi government says 17 civilians were killed without provocation.,Entailment,"Civilians_were_killed_s1=17
Civilians_were_killed_s2=17
if Civilians_were_killed_s1 is None or Civilians_were_killed_s2 is None:
   print('neutral')
elif Civilians_were_killed_s1 == Civilians_were_killed_s2:
   print('Entailment')
elif Civilians_were_killed_s1 != Civilians_were_killed_s2:
   print('contradiction')
"
"The average marks scored by Ganesh in English, Science, Mathematics and History is less than less than 65 from that scored by him in English, History, Geography and Mathematics.","The average marks scored by Ganesh in English, Science, Mathematics and History is less than 15 from that scored by him in English, History, Geography and Mathematics.",neutral,"Ganesh_marks_s1=65
Ganesh_marks_s2=15
Ganesh_marks_s2=None
if Ganesh_marks_s1 is None or Ganesh_marks_s2 is None:
   print('neutral')
elif Ganesh_marks_s1 == Ganesh_marks_s2:
   print('Entailment')
elif Ganesh_marks_s1 != Ganesh_marks_s2:
   print('contradiction')"
Ravi's average (arithmetic mean) test score on 4 tests is 78.,Ravi's average (arithmetic mean) test score on 2 tests is 78.,contradiction,"Ravi_average_score_in_test_s1=4
Ravi_average_score_in_test_s2=2
if Ravi_average_score_in_test_s1 is None or Ravi_average_score_in_test_s2 is None:
   print('neutral')
elif Ravi_average_score_in_test_s1 == Ravi_average_score_in_test_s2:
   print('Entailment')
elif Ravi_average_score_in_test_s1 != Ravi_average_score_in_test_s2:
   print('contradiction')
"
Mary works in a restaurant a maximum of more than 15 hours.,Mary works in a restaurant a maximum of 45 hours.,neutral,"Mary_work_s1=15
Mary_work_s1=None
Mary_work_s2=45
if Mary_work_s1 is None or Mary_work_s2 is None:
   print('neutral')
elif Mary_work_s1 == Mary_work_s2:
   print('Entailment')
elif Mary_work_s1 != Mary_work_s2:
   print('contradiction')
"
"Twenty-nine people in the northwest Alabama town of nearly 1,600 residents died, according to Marion County Sheriff Kevin Williams.","Thirty-five people killed in Marion County, sheriff says.",neutral,"Residents_died_s1=29
thirty_five_people_killed_s2=None
if Residents_died_s1 is None or thirty_five_people_killed_s2 is None:
   print('neutral')
elif Residents_died_s1 == thirty_five_people_killed_s2:
   print('Entailment')
elif Residents_died_s1 != thirty_five_people_killed_s2:
   print('contradiction')
"
"Carolyn bought 15 gumballs, Lew bought 12 gumballs, and Carey bought X gumballs.","Carolyn bought more than 15 gumballs, Lew bought 12 gumballs, and Carey bought X gumballs.",contradiction,"carolyn_gumball_s1=15
carolyn_gumball_s2=15+1
if carolyn_gumball_s1 is None or carolyn_gumball_s2 is None:
   print('neutral')
elif carolyn_gumball_s1 == carolyn_gumball_s2:
   print('Entailment')
elif carolyn_gumball_s1 != carolyn_gumball_s2:
   print('contradiction')
"
"If there are less than 54 more FGH supermarkets in the US than in Canada, how many FGH supermarkets are there in the US?","If there are 14 more FGH supermarkets in the US than in Canada, how many FGH supermarkets are there in the US?",neutral,"super_market_s1=54
super_market_s2=14
super_market_s2=None
if super_market_s1 is None or super_market_s2 is None:
   print('neutral')
elif super_market_s1 == super_market_s2:
   print('Entailment')
elif super_market_s1 != super_market_s2:
   print('contradiction')
"
Linda has 34.0 candies and she gave Chloe 28.0 candies.,Linda has 6.0 candies left.,Entailment,"Linda_candies_s1=34-28
Linda_candies_s2=6
if Linda_candies_s1 is None or Linda_candies_s2 is None:
   print('neutral')
elif Linda_candies_s1 == Linda_candies_s2:
   print('Entailment')
elif Linda_candies_s1 != Linda_candies_s2:
   print('contradiction')
"
"One hour after Yolanda started walking from X to Y, a distance of 24 miles, Bob started walking along the same road from Y to X.","One hour after Yolanda started walking from X to Y, a distance of 64 miles, Bob started walking along the same road from Y to X.",contradiction,"Yolanda_walking_s1=24
Yolanda_walking_s2=64
if Yolanda_walking_s1 is None or Yolanda_walking_s2 is None:
   print('neutral')
elif Yolanda_walking_s1 == Yolanda_walking_s2:
   print('Entailment')
elif Yolanda_walking_s1 != Yolanda_walking_s2:
   print('contradiction')
"
"If gas costs $4/gallon, then how many miles can Dan’s car go on $38 of gas?","If gas costs $2/gallon, then how many miles can Dan’s car go on $38 of gas?",contradiction,"gas_cost_s1=4
gas_cost_s2=2
if gas_cost_s1 is None or gas_cost_s2 is None:
   print('neutral')
elif gas_cost_s1 == gas_cost_s2:
   print('Entailment')
elif gas_cost_s1 != gas_cost_s2:
   print('contradiction')
"
"For dinner, Sandy ate 200 grams of corn which was five times as much corn as she ate for lunch, and twice as much corn as she ate for breakfast.","For dinner, Sandy ate more than 200 grams of corn which was five times as much corn as she ate for lunch, and twice as much corn as she ate for breakfast.",contradiction,"sandy_ate_s1=200
sandy_ate_s2=200+1
if sandy_ate_s1 is None or sandy_ate_s2 is None:
   print('neutral')
elif sandy_ate_s1 == sandy_ate_s2:
   print('Entailment')
elif sandy_ate_s1 != sandy_ate_s2:
   print('contradiction')
"
Jenny can divide her sweets equally to more than 4 people and also to 6 people equally but not to 12 people.,Jenny can divide her sweets equally to 5 people and also to 6 people equally but not to 12 people.,neutral,"Jenny_divide_s1=None
Jenny_divide_s2=5
if Jenny_divide_s1 is None or Jenny_divide_s2 is None:
   print('neutral')
elif Jenny_divide_s1 == Jenny_divide_s2:
   print('Entailment')
elif Jenny_divide_s1 != Jenny_divide_s2:
   print('contradiction')
"
There were 12 original members of NATO at the time of its founding.,The NATO has 16 members.,neutral,"Original_members_s1=12
Original_members_s1=None
Original_members_s2=16
if Original_members_s1 is None or Original_members_s2 is None:
   print('neutral')
elif Original_members_s1 == Original_members_s2:
   print('Entailment')
elif Original_members_s1 != Original_members_s2:
   print('contradiction')
"
"If Bill needs to walk from the corner of less than 7 nd Rd and 3 rd Ave to the corner of 6 th Rd and 9 th Ave in the shortest possible time, how many different routes could he take?","If Bill needs to walk from the corner of 2 nd Rd and 3 rd Ave to the corner of 6 th Rd and 9 th Ave in the shortest possible time, how many different routes could he take?",neutral,"Bill_needs_s1 = None
Bill_needs_s2 = 2

if Bill_needs_s1 is None or Bill_needs_s2 is None:
   print('neutral')

elif Bill_needs_s1 == Bill_needs_s2:
   print('Entailment')

elif Bill_needs_s1 != Bill_needs_s2:
  print('contradiction')"
Veena ranks 73 rd from the top in a class of 182.,Veena ranks more than 43 rd from the top in a class of 182.,Entailment,"Veena_top_in_class_s1=73
Veena_top_in_class_s2=43
if Veena_top_in_class_s1 is None or Veena_top_in_class_s2 is None:
   print('neutral')
elif Veena_top_in_class_s1 >= Veena_top_in_class_s2:
   print('Entailment')
elif Veena_top_in_class_s1 != Veena_top_in_class_s2:
   print('contradiction')
"
Suraj has a certain average of runs for 16 innings.,Suraj has a certain average of runs for 66 innings.,contradiction,"Suraj_average_s1=16
Suraj_average_s2=66
if Suraj_average_s1 is None or Suraj_average_s2 is None:
   print('neutral')
elif Suraj_average_s1 == Suraj_average_s2:
   print('Entailment')
elif Suraj_average_s1 != Suraj_average_s2:
   print('contradiction')
"
"Software developer Molinker has been kicked out, along with more than 1,000 of its iPhone applications.","Apple kicks software developer Molinker and its 1,000 apps out of its App Store.",Entailment,"Iphone_application_s1=1000
Iphone_application_s2=1000
if Iphone_application_s1 is None or Iphone_application_s2 is None:
   print('neutral')
elif Iphone_application_s1 == Iphone_application_s2:
   print('Entailment')
elif Iphone_application_s1 != Iphone_application_s2:
   print('contradiction')
"
"Martin bought less than 30 concert tickets, some at the full price of $2.00 per ticket, and some at a discounted price of $1.60 per ticket.","Martin bought 10 concert tickets, some at the full price of $2.00 per ticket, and some at a discounted price of $1.60 per ticket.",neutral,"Martin_concert_ticket_s1=30
Martin_concert_ticket_s1=None
Martin_concert_ticket_s2=10
if Martin_concert_ticket_s1 is None or Martin_concert_ticket_s2 is None:
   print('neutral')
elif Martin_concert_ticket_s1 == Martin_concert_ticket_s2:
   print('Entailment')
elif Martin_concert_ticket_s1 != Martin_concert_ticket_s2:
   print('contradiction')
"
Jose starts with 7.0 bottle caps and he gives 2.0 to Rebecca.,Jose has 5.0 bottle caps left.,Entailment,"jose_bottle_s1=7-2
jose_bottle_s2=5
if jose_bottle_s1 is None or jose_bottle_s2 is None:
   print('neutral')
elif jose_bottle_s1 == jose_bottle_s2:
   print('Entailment')
elif jose_bottle_s1 != jose_bottle_s2:
   print('contradiction')
"
"If side AC = 20 units, what is the area of the triangle?","If side AC = less than 30 units, what is the area of the triangle?",Entailment,"Ac_s1=20
Ac_s2=30
if Ac_s1 is None or Ac_s2 is None:
   print('neutral')
elif Ac_s1 <= Ac_s2:
   print('Entailment')
elif Ac_s1 != Ac_s2:
   print('contradiction')
"
more than 10 percent of Andrea's living room floor is covered by a carpet that is 4 feet by 9 feet.,30 percent of Andrea's living room floor is covered by a carpet that is 4 feet by 9 feet.,neutral,"Andera_living_floor_s1=10
Andera_living_floor_s1=None
Andera_living_floor_s2=30
if Andera_living_floor_s1 is None or Ac_s2 is None:
   print('neutral')
elif Andera_living_floor_s1 == Andera_living_floor_s2:
   print('Entailment')
elif Andera_living_floor_s1 != Andera_living_floor_s2:
   print('contradiction')
"
Ramesh can finish a work in 20 days and Sushil in 25 days.,Ramesh can finish a work in 50 days and Sushil in 25 days.,contradiction,"Ramesh_finish_work_s1=20
Ramesh_finish_work_s2=50
if Ramesh_finish_work_s1 is None or Ramesh_finish_work_s2 is None:
   print('neutral')
elif Ramesh_finish_work_s1 == Ramesh_finish_work_s2:
   print('Entailment')
elif Ramesh_finish_work_s1 != Ramesh_finish_work_s2:
   print('contradiction')
"
"Lindy runs at a constant speed of 12 feet per second from Christina to Jack, back to Christina, back to Jack, and so forth.","Lindy runs at a constant speed of 22 feet per second from Christina to Jack, back to Christina, back to Jack, and so forth.",contradiction,"Lindy_runs_s1=12
Lindy_runs_s2=22
if Lindy_runs_s1 is None or Lindy_runs_s2 is None:
   print('neutral')
elif Lindy_runs_s1 == Lindy_runs_s2:
   print('Entailment')
elif Lindy_runs_s1 != Lindy_runs_s2:
   print('contradiction')
"
"Of those 36 bodies, 32 have been identified, county officials said.","32 of the 36 bodies have been identified, Snohomish County officials say.",Entailment,"Identified_bodies_s1=32
Identified_bodies_s2=32
if Identified_bodies_s1 is None or Identified_bodies_s2 is None:
   print('neutral')
elif Identified_bodies_s1 == Identified_bodies_s2:
   print('Entailment')
elif Identified_bodies_s1 != Identified_bodies_s2:
   print('contradiction')
"
"At Veridux Corporation, there are 250 employees.","At Veridux Corporation, there are more than 250 employees.",contradiction,"Employees_s1=250
Employees_s2=250+1
if Employees_s1 is None or Employees_s2 is None:
   print('neutral')
elif Employees_s1 == Employees_s2:
   print('Entailment')
elif Employees_s1 != Employees_s2:
   print('contradiction')
"
Josh had 16.0 marbles in his collection and he lost 7.0 marbles.,He has 9.0 marbles now.,Entailment,"Josh_marles_s1=16-7
Josh_marles_s2=9
if Josh_marles_s1 is None or Josh_marles_s2 is None:
   print('neutral')
elif Josh_marles_s1 == Josh_marles_s2:
   print('Entailment')
elif Josh_marles_s1 != Josh_marles_s2:
   print('contradiction')
"
"John has 13 ten-dollar bills, 11 five-dollar bills, and 17 one-dollar bills.","John has 63 ten-dollar bills, 11 five-dollar bills, and 17 one-dollar bills.",contradiction,"jhon_bills_s1=13
jhon_bills_s2=63
if jhon_bills_s1 is None or jhon_bills_s2 is None:
   print('neutral')
elif jhon_bills_s1 == jhon_bills_s2:
   print('Entailment')
elif jhon_bills_s1 != jhon_bills_s2:
   print('contradiction')
"
Nitin ranks 23 th in a class of 60 students.,Nitin ranks 43 th in a class of 60 students.,contradiction,"Nitin_rank_s1=23
Nitin_rank_s2=43
if Nitin_rank_s1 is None or Nitin_rank_s2 is None:
   print('neutral')
elif Nitin_rank_s1 == Nitin_rank_s2:
   print('Entailment')
elif Nitin_rank_s1 != Nitin_rank_s2:
   print('contradiction')
"
"How many possible ways can 3 girls (Rebecca, Kate, Ashley) go on a date with 3 boys (Peter, Kyle, Sam)?","How many possible ways can more than 3 girls (Rebecca, Kate, Ashley) go on a date with 3 boys (Peter, Kyle, Sam)?",contradiction,"girls_date_with_boy_s1=3
boys_date_with_girls_s2=3+1
if girls_date_with_boy_s1 is None or boys_date_with_girls_s2 is None:
   print('neutral')
elif girls_date_with_boy_s1 == boys_date_with_girls_s2:
   print('Entailment')
elif girls_date_with_boy_s1 != boys_date_with_girls_s2:
   print('contradiction')
"
Robert purchased $2000 worth of US saving bonds.,Robert purchased $less than 7000 worth of US saving bonds.,Entailment,"Robert_purchased_s1=2000
Robert_purchased_s2=7000
if Robert_purchased_s1 is None or Robert_purchased_s2 is None:
   print('neutral')
elif Robert_purchased_s1 <= Robert_purchased_s2:
   print('Entailment')
elif Robert_purchased_s1 != Robert_purchased_s2:
   print('contradiction')
"
"If Glen is 130 km away from Hannah at 6 am, and also 130 km away from Hannah at 11 am, then how fast is Hannah driving (in kilometers per hour)?","If Glen is less than 430 km away from Hannah at 6 am, and also 130 km away from Hannah at 11 am, then how fast is Hannah driving (in kilometers per hour)?",Entailment,"Geln_away_s1=130
Geln_away_s2=430
if Geln_away_s1 is None or Geln_away_s2 is None:
   print('neutral')
elif Geln_away_s1 <= Geln_away_s2:
   print('Entailment')
elif Geln_away_s1 != Geln_away_s2:
   print('contradiction')
"
Kerri leaves City A 60 minutes after Jim.,Kerri leaves City A more than 60 minutes after Jim.,contradiction,"Kerri_leaves_s1=60
Kerri_leaves_s2=60+1
if Kerri_leaves_s1 is None or Kerri_leaves_s2 is None:
   print('neutral')
elif Kerri_leaves_s1 == Kerri_leaves_s2:
   print('Entailment')
elif Kerri_leaves_s1 != Kerri_leaves_s2:
   print('contradiction')"
Fred and Sam are standing less than 65 miles apart and they start walking in a straight line toward each other at the same time.,Fred and Sam are standing 55 miles apart and they start walking in a straight line toward each other at the same time.,neutral,"Fred_and_Sam_standig_s1=None
Fred_and_Sam_standig_s2=55
if Fred_and_Sam_standig_s1 is None or Fred_and_Sam_standig_s2 is None:
   print('neutral')
elif Fred_and_Sam_standig_s1 == Fred_and_Sam_standig_s2:
   print('Entailment')
elif Fred_and_Sam_standig_s1 != Fred_and_Sam_standig_s2:
   print('contradiction')
"
"Each week, James is paid x dollars per per hour for the first 40 hours and 2 x dollars for each additional hour worked that week.","Each week, James is paid x dollars per per hour for the first more than 20 hours and 2 x dollars for each additional hour worked that week.",Entailment,"James_paid_dollar_per_hour_s1=40
James_paid_dollar_per_hour_s2=20
if James_paid_dollar_per_hour_s1 is None or James_paid_dollar_per_hour_s2 is None:
   print('neutral')
elif James_paid_dollar_per_hour_s1 >= James_paid_dollar_per_hour_s2:
   print('Entailment')
elif James_paid_dollar_per_hour_s1 != James_paid_dollar_per_hour_s2:
   print('contradiction')
"
Ravi's average (arithmetic mean) test score on 4 tests is 78.,Ravi's average (arithmetic mean) test score on less than 5 tests is 78.,Entailment,"Ravi_test_score_in_test_s1=4
Ravi_test_score_in_test_s2=5-1
if Ravi_test_score_in_test_s1 is None or Ravi_test_score_in_test_s2 is None:
   print('neutral')
elif Ravi_test_score_in_test_s1 == Ravi_test_score_in_test_s2:
   print('Entailment')
elif Ravi_test_score_in_test_s1 != Ravi_test_score_in_test_s2:
   print('contradiction')
"
Our class got 54.0 books from the library and then we gave 23.0 away to a different class.,Class has 34.0 books from the library left.,contradiction,"Books_got_s1=54
Books_got_s2=34
if Books_got_s1 is None or Books_got_s2 is None:
   print('neutral')
elif Books_got_s1 == Books_got_s2:
   print('Entailment')
elif Books_got_s1 != Books_got_s2:
   print('contradiction')
"
Jessica found 8.0 seashells and she gave Joan 6.0 seashells.,Jessica has 1.0 seashells left.,contradiction,"jessica_seashells_s1=8-6
jessica_seashells_s2=1
if jessica_seashells_s1 is None or jessica_seashells_s2 is None:
   print('neutral')
elif jessica_seashells_s1 == jessica_seashells_s2:
   print('Entailment')
elif jessica_seashells_s1 != jessica_seashells_s2:
   print('contradiction')
"
The ratio between the school ages of Neelam and Shaan is more than 3:6 respectively.,The ratio between the school ages of Neelam and Shaan is 5:6 respectively.,neutral,"Age_ratio_s1=3/6
Age_ratio_s1=None
Age_ratio_s2=5/6
if Age_ratio_s1 is None or Age_ratio_s2 is None:
   print('neutral')
elif Age_ratio_s1 == Age_ratio_s2:
   print('Entailment')
elif Age_ratio_s1 != Age_ratio_s2:
   print('contradiction')
"
"There were no immediate reports of injuries, and authorities said they found no signs of fires at any other church in Greenville, which is about 75 miles east of Raleigh.",Greenville is located about 75 miles east of Raleigh.,Entailment,"Church_in_greenville_s1=75
Church_in_greenville_s2=75
if Church_in_greenville_s1 is None or Church_in_greenville_s2 is None:
   print('neutral')
elif Church_in_greenville_s1 == Church_in_greenville_s2:
   print('Entailment')
elif Church_in_greenville_s1 != Church_in_greenville_s2:
   print('contradiction')
"
