sample_index,generated_label,error_message,golden_label,premise,hypothesis,clean_premise,clean_hypothesis,completion
186,entailment,,entailment,The ratio between the school ages of Neelam and Shaan is 5 : 6 respectively,The ratio between the school ages of Neelam and Shaan is more than 3 : 6 respectively,the ratio between the school ages of neelam and shaan is 5 : 6 respectively,the ratio between the school ages of neelam and shaan is more than 3 : 6 respectively,"neelam_shaan_ratio_premise = 5/6
min_neelam_shaan_ratio_hypothesis = 3/6

def entailment_or_contradiction_or_neutral(neelam_shaan_ratio_premise, min_neelam_shaan_ratio_hypothesis):
    # the hypothesis refers to the ratio of ages between Neelam and Shaan mentioned in the premise
    # the hypothesis estimates the age ratio to be more than 'min_neelam_shaan_ratio_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the age ratio reported in the premise is lower than 'min_neelam_shaan_ratio_hypothesis'
    if neelam_shaan_ratio_premise <= min_neelam_shaan_ratio_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(neelam_shaan_ratio_premise, min_neelam_shaan_ratio_hypothesis))
"
306,entailment,,entailment,"Right now , the ratio between the ages of Sandy and Molly is 4 : 3","Right now , the ratio between the ages of Sandy and Molly is more than 2 : 3","right now , the ratio between the ages of sandy and molly is 4 : 3","right now , the ratio between the ages of sandy and molly is more than 2 : 3","sandy_molly_ratio_premise = 4 / 3
min_sandy_molly_ratio_hypothesis = 2 / 3

def entailment_or_contradiction_or_neutral(sandy_molly_ratio_premise, min_sandy_molly_ratio_hypothesis):
    # the hypothesis refers to the ratio of the ages of Sandy and Molly mentioned in the premise
    # the hypothesis estimates this ratio to be more than 'min_sandy_molly_ratio_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the ratio in the premise is less than 'min_sandy_molly_ratio_hypothesis'
    if sandy_molly_ratio_premise < min_sandy_molly_ratio_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(sandy_molly_ratio_premise, min_sandy_molly_ratio_hypothesis))
"
1061,contradiction,,contradiction,"Founded by Enzo Ferrari in 1928 as Scuderia Ferrari , the company sponsored drivers and manufactured race cars before moving into production of street - legal vehicles in 1947 as Ferrari S","Founded by Enzo Ferrari in 6928 as Scuderia Ferrari , the company sponsored drivers and manufactured race cars before moving into production of street - legal vehicles in 1947 as Ferrari S","founded by enzo ferrari in 1928 as scuderia ferrari , the company sponsored drivers and manufactured race cars before moving into production of street - legal vehicles in 1947 as ferrari s","founded by enzo ferrari in 6928 as scuderia ferrari , the company sponsored drivers and manufactured race cars before moving into production of street - legal vehicles in 1947 as ferrari s","founding_year_premise = 1928
founding_year_hypothesis = 6928

def entailment_or_contradiction_or_neutral(founding_year_premise, founding_year_hypothesis):
    # the hypothesis talks about the founding year of the company, as does the premise
    # check if the hypothesis contradicts the premise by comparing the founding years
    if founding_year_premise != founding_year_hypothesis:
        return False
    # if the years match, the hypothesis is entailed by the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(founding_year_premise, founding_year_hypothesis))
"
2655,entailment,,entailment,"If Abhay double his speed , then he would take 1 hour less than Sammer","If Abhay double his speed , then he would take less than 2 hour less than Sammer","if abhay double his speed , then he would take 1 hour less than sammer","if abhay double his speed , then he would take less than 2 hour less than sammer","abhay_time_difference_if_doubled_speed_premise = 1
max_abhay_time_difference_if_doubled_speed_hypothesis = 2

def entailment_or_contradiction_or_neutral(abhay_time_difference_if_doubled_speed_premise, max_abhay_time_difference_if_doubled_speed_hypothesis):
    # the hypothesis states a condition about the time difference between Abhay and Sammer, if Abhay doubles his speed, which is also mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the time difference from the premise is greater than the maximum time difference from the hypothesis
    if abhay_time_difference_if_doubled_speed_premise > max_abhay_time_difference_if_doubled_speed_hypothesis:
        return False
    # the premise implies that the time difference could be any amount less than 2 hours, so the hypothesis entails the premise
    return True

print(entailment_or_contradiction_or_neutral(abhay_time_difference_if_doubled_speed_premise, max_abhay_time_difference_if_doubled_speed_hypothesis))
"
4044,entailment,,entailment,Jane and Thomas are among the 9 people from which a committee of 4 people is to be selected,Jane and Thomas are among the more than 8 people from which a committee of 4 people is to be selected,jane and thomas are among the 9 people from which a committee of 4 people is to be selected,jane and thomas are among the more than 8 people from which a committee of 4 people is to be selected,"people_premise = 9
min_people_hypothesis = 8

def entailment_or_contradiction_or_neutral(people_premise, min_people_hypothesis):
    # the hypothesis refers to the number of people mentioned in the premise
    # it estimates the people to more or equal to 'min_people_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the number of people in the premise are less than 'min_people_hypothesis'
    if people_premise < min_people_hypothesis:
        return False
    # if not, the hypothesis is entailed by the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(people_premise, min_people_hypothesis))
"
797,contradiction,,contradiction,Barbara has 10 shirts and 8 pants,Barbara has 60 shirts and 8 pants,barbara has 10 shirts and 8 pants,barbara has 60 shirts and 8 pants,"shirts_premise = 10
pants_premise = 8
shirts_hypothesis = 60
pants_hypothesis = 8

def entailment_or_contradiction_or_neutral(shirts_premise, pants_premise, shirts_hypothesis, pants_hypothesis):
    # the hypothesis talks about the number of shirts and pants Barbara owns, referenced also in the premise
    # check if the hypothesis contradicts the premise by checking if the number of shirts and pants in the hypothesis is different than in the premise
    if shirts_hypothesis != shirts_premise or pants_hypothesis != pants_premise:
        return False
    # if the numbers are the same, the hypothesis entails the premise
    return True

print(entailment_or_contradiction_or_neutral(shirts_premise, pants_premise, shirts_hypothesis, pants_hypothesis))
"
165,entailment,,entailment,"In how many ways can you seat 7 people on a bench if one of them , Rohit , does not want to sit on the middle seat or at either end ?","In how many ways can you seat more than 1 people on a bench if one of them , Rohit , does not want to sit on the middle seat or at either end ?","in how many ways can you seat 7 people on a bench if one of them , rohit , does not want to sit on the middle seat or at either end ?","in how many ways can you seat more than 1 people on a bench if one of them , rohit , does not want to sit on the middle seat or at either end ?","total_people_premise = 7
min_people_hypothesis = 1

def entailment_or_contradiction_or_neutral(total_people_premise, min_people_hypothesis):
    # the hypothesis refers to the seating arrangement of people on a bench mentioned in the premise
    # the number of people in the hypothesis is 'min_people_hypothesis' - which is less than the total people mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if total people in the premise are less than 'min_people_hypothesis'
    if total_people_premise < min_people_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(total_people_premise, min_people_hypothesis))
"
4857,entailment,,entailment,Nitin ranks 18 th in a class of 49 students,Nitin ranks less than 48 th in a class of 49 students,nitin ranks 18 th in a class of 49 students,nitin ranks less than 48 th in a class of 49 students,"nitin_rank_premise = 18
max_nitin_rank_hypothesis = 48

def entailment_or_contradiction_or_neutral(nitin_rank_premise, max_nitin_rank_hypothesis):
    # the hypothesis refers to Nitin's rank in class, mentioned in the premise
    # the hypothesis estimates Nitin's rank to be less than 'max_nitin_rank_hypothesis'
    # check if the hypothesis contradicts the premise by checking if Nitin's rank reported in the premise is higher than 'max_nitin_rank_hypothesis'
    if nitin_rank_premise > max_nitin_rank_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(nitin_rank_premise, max_nitin_rank_hypothesis))
"
4844,contradiction,,contradiction,"Raji invests some money at the beginning , Lakshmi invests double the amount after 6 months , and Priya invests thrice the amount after 8 months","Raji invests some money at the beginning , Lakshmi invests double the amount after 7 months , and Priya invests thrice the amount after 8 months","raji invests some money at the beginning , lakshmi invests double the amount after 6 months , and priya invests thrice the amount after 8 months","raji invests some money at the beginning , lakshmi invests double the amount after 7 months , and priya invests thrice the amount after 8 months","raji_investment_time_premise = 0
lakshmi_investment_time_premise = 6
priya_investment_time_premise = 8

raji_investment_time_hypothesis = 0
lakshmi_investment_time_hypothesis = 7
priya_investment_time_hypothesis = 8

def entailment_or_contradiction_or_neutral(raji_investment_time_premise, lakshmi_investment_time_premise, priya_investment_time_premise, raji_investment_time_hypothesis, lakshmi_investment_time_hypothesis, priya_investment_time_hypothesis):
    # the premise and the hypothesis talk about the investment timing of Raji, Lakshmi and Priya
    # check if the hypothesis contradicts the premise by checking if the investment times of Raji, Lakshmi and Priya 
    # in the hypothesis are different from the ones in the premise
    if raji_investment_time_premise != raji_investment_time_hypothesis:
        return False
    if lakshmi_investment_time_premise != lakshmi_investment_time_hypothesis:
        return False
    if priya_investment_time_premise != priya_investment_time_hypothesis:
        return False
    # if all the investment times are the same in the hypothesis and the premise, then the hypothesis is entailed by the premise
    return True

print(entailment_or_contradiction_or_neutral(raji_investment_time_premise, lakshmi_investment_time_premise, priya_investment_time_premise, raji_investment_time_hypothesis, lakshmi_investment_time_hypothesis, priya_investment_time_hypothesis))
"
5623,neutral,,neutral,How many different ways can you arrange the more than 1 dancers in a line if Anne must be first or second,How many different ways can you arrange the 4 dancers in a line if Anne must be first or second,how many different ways can you arrange the more than 1 dancers in a line if anne must be first or second,how many different ways can you arrange the 4 dancers in a line if anne must be first or second,"min_dancers_premise = 1
dancers_hypothesis = 4

def entailment_or_contradiction_or_neutral(min_dancers_premise, dancers_hypothesis):
    # the hypothesis refers to the number of dancers mentioned in the premise
    # the hypothesis estimates the number of dancers to be exactly 'dancers_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the number of dancers in the hypothesis is less than or equal to 'min_dancers_premise'
    if dancers_hypothesis <= min_dancers_premise:
        return False
    # any number of dancers greater than 1 is consistent with the premise, so the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(min_dancers_premise, dancers_hypothesis))
"
4086,entailment,,entailment,"Paul ' s salary was decreased by 50 % and subsequently increased by
50 %",Paul ' s salary was decreased by more than 30 % and subsequently increased by 50 %,paul ' s salary was decreased by 50 % and subsequently increased by50 %,paul ' s salary was decreased by more than 30 % and subsequently increased by 50 %,"salary_decrease_premise = 50
salary_increase_premise = 50
min_salary_decrease_hypothesis = 30
salary_increase_hypothesis = 50

def entailment_or_contradiction_or_neutral(salary_decrease_premise, salary_increase_premise, min_salary_decrease_hypothesis, salary_increase_hypothesis):
    # the hypothesis talks about the decrease and increase in Paul's salary, mentioned also in the premise
    # check if the hypothesis contradicts the premise by checking if the decrease or increase values from the premise are different than those from the hypothesis
    if salary_decrease_premise < min_salary_decrease_hypothesis or salary_increase_premise != salary_increase_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(salary_decrease_premise, salary_increase_premise, min_salary_decrease_hypothesis, salary_increase_hypothesis))
"
2519,contradiction,,contradiction,The distance between Delhi and Mathura is 130 kms,The distance between Delhi and Mathura is 630 kms,the distance between delhi and mathura is 130 kms,the distance between delhi and mathura is 630 kms,"delhi_mathura_distance_premise = 130
delhi_mathura_distance_hypothesis = 630

def entailment_or_contradiction_or_neutral(delhi_mathura_distance_premise, delhi_mathura_distance_hypothesis):
    # Both premise and hypothesis talk about the distance between Delhi and Mathura
    # Check if the distance in the hypothesis contradicts the one in the premise
    if delhi_mathura_distance_premise != delhi_mathura_distance_hypothesis:
        return False
    # If the distances were equal, the hypothesis would entail the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(delhi_mathura_distance_premise, delhi_mathura_distance_hypothesis))
"
5829,entailment,,entailment,Arun purchased 30 kg of wheat at the rate of Rs,Arun purchased less than 80 kg of wheat at the rate of Rs,arun purchased 30 kg of wheat at the rate of rs,arun purchased less than 80 kg of wheat at the rate of rs,"wheat_purchase_premise = 30
max_wheat_purchase_hypothesis = 80

def entailment_or_contradiction_or_neutral(wheat_purchase_premise, max_wheat_purchase_hypothesis):
    # the hypothesis refers to the quantity of wheat purchased by Arun mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the wheat purchase reported in the premise is more than 'max_wheat_purchase_hypothesis'
    if wheat_purchase_premise > max_wheat_purchase_hypothesis:
        return False
    # the hypothesis estimates the wheat purchase to be less or equal to 'max_wheat_purchase_hypothesis'
    # If the wheat purchase in the premise is less or equal to 'max_wheat_purchase_hypothesis', then the hypothesis entails the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(wheat_purchase_premise, max_wheat_purchase_hypothesis))
"
6688,neutral,,neutral,"Bookman purchased more than 40 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each","Bookman purchased 60 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each","bookman purchased more than 40 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each","bookman purchased 60 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each","min_copies_premise = 40
copies_hypothesis = 60

def entailment_or_contradiction_or_neutral(min_copies_premise, copies_hypothesis):
    # the hypothesis talks about the number of copies of a book that Bookman bought, which is also referenced in the premise
    # check if the hypothesis contradicts the premise estimate of more than 'min_copies_premise', by checking if the number of copies from the hypothesis is lower or equal to 'min_copies_premise'
    if copies_hypothesis <= min_copies_premise:
        return False
    # any number of copies greater than 40 is consistent with the premise, so the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(min_copies_premise, copies_hypothesis))
"
2009,contradiction,,contradiction,Paul can dig the same well in 24 days,Paul can dig the same well in less than 24 days,paul can dig the same well in 24 days,paul can dig the same well in less than 24 days,"well_digging_time_paul_premise = 24
max_well_digging_time_paul_hypothesis = 24

def entailment_or_contradiction_or_neutral(well_digging_time_paul_premise, max_well_digging_time_paul_hypothesis):
    # the hypothesis refers to the time Paul takes to dig a well, mentioned in the premise
    # the hypothesis estimates this time to be less than 'max_well_digging_time_paul_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the well-digging time reported in the premise is greater than 'max_well_digging_time_paul_hypothesis'
    if well_digging_time_paul_premise > max_well_digging_time_paul_hypothesis:
        return False
    # the premise states that Paul can dig the well in exactly 24 days, so any time less than 24 days does not follow from the premise, hence it's a contradiction
    else:
        return False

print(entailment_or_contradiction_or_neutral(well_digging_time_paul_premise, max_well_digging_time_paul_hypothesis))
"
779,contradiction,,contradiction,"Maddie has 15 apples , if she give 8 to mike , how many does she have left ?","Maddie has 75 apples , if she give 8 to mike , how many does she have left ?","maddie has 15 apples , if she give 8 to mike , how many does she have left ?","maddie has 75 apples , if she give 8 to mike , how many does she have left ?","apples_maddie_premise = 15
apples_maddie_hypothesis = 75

def entailment_or_contradiction_or_neutral(apples_maddie_premise, apples_maddie_hypothesis):
    # the hypothesis refers to the number of apples Maddie has, which is also mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the number of apples Maddie is supposed to have according to the hypothesis is different from the one mentioned in the premise
    if apples_maddie_premise != apples_maddie_hypothesis:
        return False
    # if the number of apples Maddie has according to the premise is the same as the one mentioned in the hypothesis, the hypothesis is entailed by the premise
    return True

print(entailment_or_contradiction_or_neutral(apples_maddie_premise, apples_maddie_hypothesis))
"
4950,entailment,,entailment,"John paid a 15 % tip over the original price of the dish , while Jane paid the tip over the discounted price for the coupon","John paid a less than 85 % tip over the original price of the dish , while Jane paid the tip over the discounted price for the coupon","john paid a 15 % tip over the original price of the dish , while jane paid the tip over the discounted price for the coupon","john paid a less than 85 % tip over the original price of the dish , while jane paid the tip over the discounted price for the coupon","tip_percentage_john_premise = 15
tip_percentage_john_hypothesis = 85

def entailment_or_contradiction_or_neutral(tip_percentage_john_premise, tip_percentage_john_hypothesis):
    # the hypothesis refers to the tip percentage over the original price of the dish paid by John mentioned in the premise
    # the hypothesis estimates the tip percentage to be less than 'tip_percentage_john_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the tip percentage reported in the premise is greater or equal to 'tip_percentage_john_hypothesis'
    if tip_percentage_john_premise >= tip_percentage_john_hypothesis:
        return False
    # the tip percentage of 15% from the premise is less than 85% from the hypothesis, so the hypothesis entails the premise
    return True

print(entailment_or_contradiction_or_neutral(tip_percentage_john_premise, tip_percentage_john_hypothesis))
"
3233,contradiction,,contradiction,Andy has 20 pairs of matched gloves,Andy has 40 pairs of matched gloves,andy has 20 pairs of matched gloves,andy has 40 pairs of matched gloves,"matched_gloves_pairs_premise = 20
matched_gloves_pairs_hypothesis = 40

def entailment_or_contradiction_or_neutral(matched_gloves_pairs_premise, matched_gloves_pairs_hypothesis):
    # the hypothesis refers to the number of pairs of matched gloves mentioned in the premise
    # the hypothesis estimates the number of gloves to be 'matched_gloves_pairs_hypothesis'
    # check if the hypothesis contradicts the premise by checking if the number of gloves reported in the premise are less than 'matched_gloves_pairs_hypothesis'
    if matched_gloves_pairs_premise < matched_gloves_pairs_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(matched_gloves_pairs_premise, matched_gloves_pairs_hypothesis))
"
2670,entailment,,entailment,"The 40 parents participating in the Smithville PTA have been assigned to at least 1 of 3 committees : festival planning , classroom aid , and teacher relations","The less than 80 parents participating in the Smithville PTA have been assigned to at least 1 of 3 committees : festival planning , classroom aid , and teacher relations","the 40 parents participating in the smithville pta have been assigned to at least 1 of 3 committees : festival planning , classroom aid , and teacher relations","the less than 80 parents participating in the smithville pta have been assigned to at least 1 of 3 committees : festival planning , classroom aid , and teacher relations","parents_premise = 40
max_parents_hypothesis = 80

def entailment_or_contradiction_or_neutral(parents_premise, max_parents_hypothesis):
    # the hypothesis refers to the number of parents participating in the Smithville PTA mentioned in the premise
    # the hypothesis estimates the number of parents to be less than or equal to 'max_parents_hypothesis'
    # check if the hypothesis contradicts the premise by checking if number of parents reported in the premise is greater than 'max_parents_hypothesis'
    if parents_premise > max_parents_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(parents_premise, max_parents_hypothesis))
"
6499,neutral,,neutral,"One hour after Matthew started waking from t to y , a distance of more than 35 km , Johnny started walking along the same road from y to t","One hour after Matthew started waking from t to y , a distance of 45 km , Johnny started walking along the same road from y to t","one hour after matthew started waking from t to y , a distance of more than 35 km , johnny started walking along the same road from y to t","one hour after matthew started waking from t to y , a distance of 45 km , johnny started walking along the same road from y to t","min_distance_walked_premise = 35
distance_walked_hypothesis = 45

def entailment_or_contradiction_or_neutral(min_distance_walked_premise, distance_walked_hypothesis):
    # the hypothesis talks about the same distance walked by Matthew, mentioned also in the premise
    # check if the hypothesis contradicts the premise estimate of more than 'min_distance_walked_premise', by checking if the distance from the hypothesis is lower or equal to 'min_distance_walked_premise'
    if distance_walked_hypothesis <= min_distance_walked_premise:
        return False
    # any distance greater than 35 km is consistent with the premise, so the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(min_distance_walked_premise, distance_walked_hypothesis))
"
4250,contradiction,,contradiction,"If it takes Darcy a total of 2 more minutes to commute to work by walking than it takes her to commute to work by riding the train , what is the value of x ?","If it takes Darcy a total of 1 more minutes to commute to work by walking than it takes her to commute to work by riding the train , what is the value of x ?","if it takes darcy a total of 2 more minutes to commute to work by walking than it takes her to commute to work by riding the train , what is the value of x ?","if it takes darcy a total of 1 more minutes to commute to work by walking than it takes her to commute to work by riding the train , what is the value of x ?","extra_walk_time_premise = 2
extra_walk_time_hypothesis = 1

def entailment_or_contradiction_or_neutral(extra_walk_time_premise, extra_walk_time_hypothesis):
    # the hypothesis and premise both refer to the amount of extra time Darcy takes to commute to work by walking compared to riding the train
    # check if the hypothesis contradicts the premise by checking if the extra time mentioned in the hypothesis is different from the premise
    if extra_walk_time_premise != extra_walk_time_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(extra_walk_time_premise, extra_walk_time_hypothesis))
"
4412,contradiction,,contradiction,Amar takes as much time in running 18 meters as a car takes in covering 48 meters,Amar takes as much time in running more than 18 meters as a car takes in covering 48 meters,amar takes as much time in running 18 meters as a car takes in covering 48 meters,amar takes as much time in running more than 18 meters as a car takes in covering 48 meters,"amar_run_distance_premise = 18
car_distance_premise = 48
min_amar_run_distance_hypothesis = 18

def entailment_or_contradiction_or_neutral(amar_run_distance_premise, car_distance_premise, min_amar_run_distance_hypothesis):
    # the hypothesis talks about the time Amar takes to run a certain distance, and the time a car takes to cover another distance
    # these are the same measurements mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the distance Amar runs as per the hypothesis is less than or equal to 'amar_run_distance_premise'
    if min_amar_run_distance_hypothesis <= amar_run_distance_premise:
        return False
    # the hypothesis is consistent with the premise if Amar runs more than 18 meters in the same time a car covers 48 meters
    return None

print(entailment_or_contradiction_or_neutral(amar_run_distance_premise, car_distance_premise, min_amar_run_distance_hypothesis))
"
1826,contradiction,,contradiction,"If Bill needs to walk from the corner of 2 nd Rd and 3 rd Ave to the corner of 6 th Rd and 9 th Ave in the shortest possible time , how many different routes could he take ?","If Bill needs to walk from the corner of more than 2 nd Rd and 3 rd Ave to the corner of 6 th Rd and 9 th Ave in the shortest possible time , how many different routes could he take ?","if bill needs to walk from the corner of 2 nd rd and 3 rd ave to the corner of 6 th rd and 9 th ave in the shortest possible time , how many different routes could he take ?","if bill needs to walk from the corner of more than 2 nd rd and 3 rd ave to the corner of 6 th rd and 9 th ave in the shortest possible time , how many different routes could he take ?","start_road_premise = 2
start_road_hypothesis = 2
end_road = 6

def entailment_or_contradiction_or_neutral(start_road_premise, start_road_hypothesis, end_road):
    # the hypothesis and premise refer to the route Bill needs to take and the start and end roads.
    # check if the hypothesis contradicts the premise by checking if the start road in the hypothesis is less than or equal to the start road in the premise
    if start_road_hypothesis <= start_road_premise:
        return False
    # if the start road in the hypothesis is more than the start road in the premise, it is neutral as it doesn't affect the number of routes from the start to end road
    return None

print(entailment_or_contradiction_or_neutral(start_road_premise, start_road_hypothesis, end_road))
"
4976,contradiction,,contradiction,"300 , what will be the difference between Raja and Rahim ' s share ?","800 , what will be the difference between Raja and Rahim ' s share ?","300 , what will be the difference between raja and rahim ' s share ?","800 , what will be the difference between raja and rahim ' s share ?","difference_share_premise = 300
difference_share_hypothesis = 800

def entailment_or_contradiction_or_neutral(difference_share_premise, difference_share_hypothesis):
    # the hypothesis refers to the difference between Raja's and Rahim's share mentioned in the premise
    # check if the hypothesis contradicts the premise by checking if the difference in shares reported in the hypothesis is different from the premise
    if difference_share_hypothesis != difference_share_premise:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(difference_share_premise, difference_share_hypothesis))
"
3846,entailment,,entailment,"If Grady and Howard are among those 6 friends but can never sit next to each other , how many 6 - person seating arrangements are possible ?","If Grady and Howard are among those more than 5 friends but can never sit next to each other , how many 6 - person seating arrangements are possible ?","if grady and howard are among those 6 friends but can never sit next to each other , how many 6 - person seating arrangements are possible ?","if grady and howard are among those more than 5 friends but can never sit next to each other , how many 6 - person seating arrangements are possible ?","friends_premise = 6
min_friends_hypothesis = 5

def entailment_or_contradiction_or_neutral(friends_premise, min_friends_hypothesis):
    # the hypothesis refers to the number of friends mentioned in the premise
    # the hypothesis estimates the friends to more than 'min_friends_hypothesis'
    # check if the hypothesis contradicts the premise by checking if number of friends in the premise are less than 'min_friends_hypothesis'
    if friends_premise < min_friends_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(friends_premise, min_friends_hypothesis))
"
5238,entailment,,entailment,Level - 1 college graduates account for 10 % of Listco ' s sales staff,Level - less than 3 college graduates account for 10 % of Listco ' s sales staff,level - 1 college graduates account for 10 % of listco ' s sales staff,level - less than 3 college graduates account for 10 % of listco ' s sales staff,"level1_graduates_premise = 10
level3_graduates_hypothesis = 10

def entailment_or_contradiction_or_neutral(level1_graduates_premise, level3_graduates_hypothesis):
    # the hypothesis refers to Level-3 or less graduates in the sales staff, which includes Level-1 graduates mentioned in the premise
    # the hypothesis estimates the graduates to be 'level3_graduates_hypothesis' %
    # check if the hypothesis contradicts the premise by checking if Level-1 graduate percentage is more than 'level3_graduates_hypothesis' %
    if level1_graduates_premise > level3_graduates_hypothesis:
        return False
    # since level-1 is included in level-3 or less, the hypothesis is entailed in the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(level1_graduates_premise, level3_graduates_hypothesis))
"
489,entailment,,entailment,"At a meeting of the 9 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau","At a meeting of the more than 6 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau","at a meeting of the 9 joint chiefs of staff , the chief of naval operations does not want to sit next to the chief of the national guard bureau","at a meeting of the more than 6 joint chiefs of staff , the chief of naval operations does not want to sit next to the chief of the national guard bureau","chiefs_of_staff_premise = 9
min_chiefs_of_staff_hypothesis = 6

def entailment_or_contradiction_or_neutral(chiefs_of_staff_premise, min_chiefs_of_staff_hypothesis):
    # the hypothesis refers to the number of Joint Chiefs of Staff mentioned in the premise
    # the hypothesis estimates the Joint Chiefs of Staff to be more or equal to 'min_chiefs_of_staff_hypothesis'
    # check if the hypothesis contradicts the premise by checking if Joint Chiefs of Staff reported in the premise are lower than 'min_chiefs_of_staff_hypothesis'
    if chiefs_of_staff_premise < min_chiefs_of_staff_hypothesis:
        return False
    else:
        return True

print(entailment_or_contradiction_or_neutral(chiefs_of_staff_premise, min_chiefs_of_staff_hypothesis))
"
892,neutral,,neutral,"If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is less than 800 , what is his shoe size ?","If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is 100 , what is his shoe size ?","if melvin ' s gmat score is twice his monthly electric bill , and his life expectancy is less than 800 , what is his shoe size ?","if melvin ' s gmat score is twice his monthly electric bill , and his life expectancy is 100 , what is his shoe size ?","life_expectancy_premise = 800
life_expectancy_hypothesis = 100

def entailment_or_contradiction_or_neutral(life_expectancy_premise, life_expectancy_hypothesis):
    # the hypothesis talks about Melvin's life expectancy, also referenced in the premise
    # check if the hypothesis contradicts the premise estimate of less than 'life_expectancy_premise', by checking if the life expectancy from the hypothesis is equal to or greater than 'life_expectancy_premise'
    if life_expectancy_hypothesis >= life_expectancy_premise:
        return False
    # any life expectancy less than 800 is consistent with the premise, so the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(life_expectancy_premise, life_expectancy_hypothesis))
"
4760,contradiction,,contradiction,"If an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","If an outfit consists of 7 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","if an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does jordan have ?","if an outfit consists of 7 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does jordan have ?","outfit_shirt_premise = 1
outfit_shirt_hypothesis = 7

def entailment_or_contradiction_or_neutral(outfit_shirt_premise, outfit_shirt_hypothesis):
    # the hypothesis talks about the number of shirts in an outfit, referenced also in the premise
    # check if the hypothesis contradicts the premise by checking if the number of shirts in the hypothesis is not equal to 'outfit_shirt_premise'
    if outfit_shirt_hypothesis != outfit_shirt_premise:
        return False
    # if the number of shirts in the hypothesis equals 'outfit_shirt_premise', the hypothesis entails the premise
    else:
        return True

print(entailment_or_contradiction_or_neutral(outfit_shirt_premise, outfit_shirt_hypothesis))
"
5422,neutral,,neutral,"less than 720 , what is Thomas ' capital ?","120 , what is Thomas ' capital ?","less than 720 , what is thomas ' capital ?","120 , what is thomas ' capital ?","max_capital_premise = 720
capital_hypothesis = 120

def entailment_or_contradiction_or_neutral(max_capital_premise, capital_hypothesis):
    # the hypothesis talks about Thomas' capital, which is also referred to in the premise
    # the premise states that Thomas' capital is less than 'max_capital_premise'
    # check if the hypothesis contradicts the premise by checking if Thomas' capital from hypothesis is greater than 'max_capital_premise'
    if capital_hypothesis > max_capital_premise:
        return False
    # any capital less than 720 is consistent with the premise, so the hypothesis is neutral to the premise
    return None

print(entailment_or_contradiction_or_neutral(max_capital_premise, capital_hypothesis))
"
